"","geneNames","geneIDs","transcriptNames","feature","id","fc","pval","qval","logfc"
"418218","CSNK1A1","MSTRG.253596","ENST00000377843","transcript","418218",2.38988945901817,0.000320048116449034,0.00401871738673269,1.25694388991547
"418415",".","MSTRG.253685","MSTRG.253685.1","transcript","418415",0.448735891033301,9.02703844563035e-07,8.85720281846417e-05,-1.15606151585425
"418456",".","MSTRG.253683","MSTRG.253683.6","transcript","418456",0.393992337074273,0.0483581933084658,0.148478229999644,-1.34376052452666
"418529","DCTN4","MSTRG.253741","ENST00000447998","transcript","418529",2.4315638117187,0.00206388126606982,0.014901320093914,1.28188445283186
"418541",".","MSTRG.253741","MSTRG.253741.9","transcript","418541",2.16860454053927,3.08180450048212e-08,9.07146934358261e-06,1.11676699195927
"418747",".","MSTRG.253798","MSTRG.253798.6","transcript","418747",2.00404952449088,0.0447175804653839,0.140272582574852,1.00291816115516
"418754",".","MSTRG.253802","MSTRG.253802.2","transcript","418754",4.21324398183507,0.0313658948987752,0.108571250625984,2.07493146234966
"418755","SPARC","MSTRG.253802","ENST00000520687","transcript","418755",2.34894109331654,0.000141446805024259,0.00232801668935895,1.23201053393516
"418756",".","MSTRG.253802","MSTRG.253802.3","transcript","418756",7.36684716923638,5.54332640589905e-06,0.000281890118378385,2.88104731314561
"418763","SPARC","MSTRG.253802","ENST00000521569","transcript","418763",2.55795947517317,0.0348671577914969,0.117012530308166,1.35499340830484
"418794","ATOX1","MSTRG.253837","ENST00000313115","transcript","418794",3.24373813798399,3.15112847792953e-06,0.000196816305722365,1.69765735769311
"419271",".","MSTRG.254321","MSTRG.254321.1","transcript","419271",0.267043785820161,5.62548711791067e-06,0.000285120922418211,-1.90485178216358
"419284",".","MSTRG.254321","MSTRG.254321.2","transcript","419284",4.2636096783271,2.09255945904374e-11,5.75534553163652e-08,2.09207536940176
"419296",".","MSTRG.254321","MSTRG.254321.5","transcript","419296",3.24726592133709,2.73601402311918e-07,4.08834598229922e-05,1.69922553297184
"419301","FAXDC2","MSTRG.254321","ENST00000524363","transcript","419301",3.7435358297883,1.52560042376848e-09,1.11560987693858e-06,1.90440156270524
"420686",".","MSTRG.255319","MSTRG.255319.6","transcript","420686",2.53175039556191,0.00487709329896524,0.0274654998456996,1.34013517694806
"420688",".","MSTRG.255319","MSTRG.255319.12","transcript","420688",2.07441416205093,0.0412488475166464,0.132336089816296,1.05270396063421
"420697","CCNG1","MSTRG.255319","ENST00000509425","transcript","420697",2.95990785103776,1.61762896651041e-05,0.000579344916436202,1.56555226202982
"422927",".","MSTRG.256810","MSTRG.256810.10","transcript","422927",2.76751113739356,3.67824200386835e-06,0.000215712686713452,1.46858912290751
"422928",".","MSTRG.256810","MSTRG.256810.13","transcript","422928",2.02316387183165,0.000382956660446854,0.00454126149712694,1.01661317975975
"423027","CTD-2301A4.3","MSTRG.256828","ENST00000460608","transcript","423027",0.480205154402596,2.65937752264023e-07,4.030273470326e-05,-1.05827720570647
"423041",".","MSTRG.256822","MSTRG.256822.8","transcript","423041",0.479236768657477,0.000118249787799396,0.00205214328452546,-1.06118949409619
"423716",".","MSTRG.257111","MSTRG.257111.13","transcript","423716",2.21071360436763,0.0461488692786144,0.143543521156901,1.14451213762767
"423904","SQSTM1","MSTRG.257302","ENST00000360718","transcript","423904",2.15548641523355,6.83810724122491e-05,0.0014387283640936,1.10801347008451
"424360","GNB2L1","MSTRG.257402","ENST00000513060","transcript","424360",0.457512282404254,3.79556148132343e-05,0.00100676031982624,-1.12811762028663
"424910","SERPINB9","MSTRG.257750","ENST00000380698","transcript","424910",2.2284032366634,0.00688567727720457,0.0353914138300885,1.15601031656344
"424942","SERPINB6","MSTRG.257754","ENST00000380546","transcript","424942",2.24686390555278,0.0171374451966828,0.0694688307476233,1.16791274190531
"424960","LINC01011","MSTRG.257780","ENST00000454015","transcript","424960",2.03242556037627,0.0302569343018406,0.105809404818625,1.02320251311572
"424962",".","MSTRG.257780","MSTRG.257780.8","transcript","424962",2.28129324063672,0.0430981948051561,0.136665116798244,1.18985190461632
"425478","F13A1","MSTRG.258158","ENST00000264870","transcript","425478",2.68980949393087,0.000582328726777326,0.00606767505542351,1.42750399735668
"425479",".","MSTRG.258158","MSTRG.258158.1","transcript","425479",5.14868477174246,5.24123109026942e-05,0.00121368991956443,2.36420394382628
"425483",".","MSTRG.258158","MSTRG.258158.6","transcript","425483",7.93076221147359,0.00862041431511151,0.0418617930565528,2.98745952745122
"425484",".","MSTRG.258158","MSTRG.258158.3","transcript","425484",9.25415383057389,1.44049174433114e-06,0.000119830906981547,3.21010108083119
"425493",".","MSTRG.258159","MSTRG.258159.9","transcript","425493",2.89236430863943,0.00964672164357261,0.0456367006142309,1.53224927883325
"425815","BMP6","MSTRG.258348","ENST00000283147","transcript","425815",2.49549845716251,0.000284113915976159,0.0037105713778917,1.31932801189604
"427584","DEK","MSTRG.259512","ENST00000515770","transcript","427584",2.04162016595503,0.0203036929346433,0.0787877996968228,1.02971448440137
"428452",".","MSTRG.260211","MSTRG.260211.1","transcript","428452",9.65455018406591,0.000114992857239704,0.0020196651398044,3.27120904401955
"428453","C6orf62","MSTRG.260211","ENST00000378119","transcript","428453",2.71957661163333,6.66644509916825e-06,0.000318874818470059,1.44338206771044
"428457",".","MSTRG.260211","MSTRG.260211.4","transcript","428457",4.75900952580436,5.36571241394057e-06,0.000274868671711132,2.25066134225149
"428500",".","MSTRG.260242","MSTRG.260242.24","transcript","428500",2.1814164449012,1.88332441047878e-05,0.000635658326107905,1.12526521502302
"428520",".","MSTRG.260242","MSTRG.260242.32","transcript","428520",3.25193940653014,0.0367472398026152,0.12170758975197,1.70130037588991
"428525",".","MSTRG.260242","MSTRG.260242.36","transcript","428525",2.6192547575629,6.68362968303526e-08,1.58609267819193e-05,1.38915638790465
"428527",".","MSTRG.260256","MSTRG.260256.1","transcript","428527",2.88799461794916,4.80625251597644e-07,5.93281484966076e-05,1.53006805362907
"428528","ASS1P1","MSTRG.260257","ENST00000402854","transcript","428528",2.22726271552668,6.79755817443173e-05,0.00143366773578972,1.15527174044864
"428550","CMAHP","MSTRG.260236","ENST00000377989","transcript","428550",2.09680976734997,0.00286432350598842,0.0187002634866333,1.06819597915027
"428717",".","MSTRG.260344","MSTRG.260344.1","transcript","428717",2.74539891357053,0.00507980535978214,0.0282515211864251,1.45701579178651
"428718",".","MSTRG.260344","MSTRG.260344.5","transcript","428718",3.1432197535283,6.4510622541647e-06,0.000310818018365591,1.65224313953808
"428735",".","MSTRG.260353","MSTRG.260353.2","transcript","428735",2.22109228908728,0.000218947481583132,0.00312228592783811,1.15126933986478
"428752",".","MSTRG.260344","MSTRG.260344.9","transcript","428752",2.59743702038886,6.04933413659303e-05,0.00132507178838544,1.37708876877368
"428754",".","MSTRG.260344","MSTRG.260344.11","transcript","428754",2.96121707390513,0.000313092397492332,0.00395898288493711,1.56619025207154
"428758","HIST1H2AC","MSTRG.260356","ENST00000377791","transcript","428758",2.13270260527824,0.00069517413652509,0.00684728630677045,1.09268280308903
"428762","HIST1H2AC","MSTRG.260356","ENST00000602637","transcript","428762",2.06764491846921,2.8916410608204e-06,0.000185580309842547,1.04798844950773
"428763",".","MSTRG.260356","MSTRG.260356.3","transcript","428763",2.15273555675203,4.37639833927861e-07,5.65294018398042e-05,1.10617110891806
"428771","HIST1H1E","MSTRG.260374","ENST00000304218","transcript","428771",0.372725314508103,1.75531450419264e-06,0.000136578482514644,-1.42381528849818
"428826","HIST1H1D","MSTRG.260365","ENST00000244534","transcript","428826",0.346972789734197,1.94681181864276e-06,0.000146072917166938,-1.5271055665356
"429096",".","MSTRG.260515","MSTRG.260515.1","transcript","429096",2.11278762958324,0.000116685486673651,0.00203740002271359,1.07914775963205
"429103",".","MSTRG.260515","MSTRG.260515.3","transcript","429103",2.1434135611576,0.000101357642947719,0.00186290233291555,1.09991023782026
"429108","HIST1H2AG","MSTRG.260512","ENST00000359193","transcript","429108",4.11799632024027,1.03955948015377e-05,0.000437143329202575,2.04194254080711
"429120","HIST1H2BK","MSTRG.260518","ENST00000356950","transcript","429120",2.15841389641038,5.13872703444829e-06,0.000270295276126401,1.10997154186148
"429881","HLA-F","MSTRG.261119","ENST00000485513","transcript","429881",2.54071372810186,0.000329261498009492,0.00409244102255972,1.34523383060015
"430057",".","MSTRG.261120","MSTRG.261120.24","transcript","430057",10.2945658340744,1.91488250922411e-05,0.000641359937143083,3.36381108151262
"430108","HLA-E","MSTRG.261175","ENST00000376630","transcript","430108",2.3644454119335,7.8727709440507e-07,8.25373756541863e-05,1.24150183460945
"430112","HLA-E","MSTRG.261175","ENST00000493699","transcript","430112",3.26112214787957,0.000271469978505579,0.00361833852014269,1.70536847936905
"430135",".","MSTRG.261120","MSTRG.261120.50","transcript","430135",2.14222756229064,0.0260153358968156,0.0944730104162771,1.09911174131612
"430147",".","MSTRG.261120","MSTRG.261120.62","transcript","430147",3.01653682755505,0.000377818238162297,0.00449345366156271,1.59289319569335
"430583","RPL3P2","MSTRG.261204","ENST00000413027","transcript","430583",0.490699372249978,2.26723950724761e-09,1.42903669277938e-06,-1.02708866911485
"430593","HLA-B","MSTRG.261201","ENST00000463574","transcript","430593",2.03527003666204,0.0492238239927804,0.150448175308605,1.02522022186624
"430879","ABHD16A","MSTRG.261255","ENST00000495769","transcript","430879",2.27381134706544,0.00373027810826554,0.0226218311664685,1.18511256208265
"430906","XXbac-BPG32J3.19","MSTRG.261259","ENST00000503322","transcript","430906",3.43248849989632,0.00267431523038075,0.0178143420470052,1.77925488681947
"430926","C6orf25","MSTRG.261256","ENST00000375805","transcript","430926",2.28412364782305,0.00313234967247111,0.0199980439047671,1.19164075108285
"430928","C6orf25","MSTRG.261256","ENST00000375809","transcript","430928",2.94701301922222,6.89869907022356e-05,0.00144849022384605,1.55925343396915
"430929","C6orf25","MSTRG.261256","ENST00000466312","transcript","430929",3.92292928812414,4.01662643567668e-06,0.000228127987152821,1.97193133067576
"430935",".","MSTRG.261256","MSTRG.261256.12","transcript","430935",2.67619765523252,0.000154941719782586,0.00248336694644205,1.4201846726659
"430936",".","MSTRG.261256","MSTRG.261256.13","transcript","430936",2.89798826576721,6.31539833377825e-05,0.00136824691572508,1.5350517532959
"431025","LSM2","MSTRG.261271","ENST00000375661","transcript","431025",0.466949119786327,2.03371059952495e-05,0.000669440672938251,-1.09866273688176
"431331","AGPAT1","MSTRG.261345","ENST00000375107","transcript","431331",2.83134960797205,0.000281943344987434,0.00370593886650937,1.50148990062006
"431441",".","MSTRG.261359","MSTRG.261359.1","transcript","431441",0.472473940990358,0.0113487096766913,0.0514617166838323,-1.08169333431711
"431446",".","MSTRG.261360","MSTRG.261360.1","transcript","431446",0.493265234940239,0.00734782967611591,0.037094180388347,-1.01956448431703
"431574","HLA-DMB","MSTRG.261410","ENST00000487996","transcript","431574",0.492548771517649,4.40636599208233e-07,5.66773454267295e-05,-1.02166150952051
"431592",".","MSTRG.261410","MSTRG.261410.18","transcript","431592",0.486111092789622,0.000707249401550758,0.00692051412542978,-1.04064203887241
"431744","RPS18","MSTRG.261442","ENST00000474626","transcript","431744",0.453094296745298,0.00133347894598868,0.0108223199823837,-1.14211676362348
"431747","RPS18","MSTRG.261442","ENST00000490191","transcript","431747",0.492882539482917,0.0122065172395183,0.0543531799641269,-1.020684220893
"432098","RPS10","MSTRG.261616","ENST00000326199","transcript","432098",0.476938108603778,0.0277402862896582,0.0990336308087821,-1.06812603243787
"432151","RP11-140K17.3","MSTRG.261628","ENST00000606971","transcript","432151",2.16065417704509,0.00154942624051235,0.0120509617634158,1.11146818048665
"432292","RPL10A","MSTRG.261677","ENST00000467020","transcript","432292",0.324531246246173,2.51709764143015e-12,8.48457895052945e-09,-1.62357070561761
"432517",".","MSTRG.261826","MSTRG.261826.4","transcript","432517",2.33730508190157,3.49024636129291e-05,0.000953905243709376,1.22484605736425
"432518",".","MSTRG.261826","MSTRG.261826.5","transcript","432518",4.34664033458629,0.00380991232186845,0.0229637420573654,2.11990072387089
"432519","KCTD20","MSTRG.261826","ENST00000373731","transcript","432519",2.02075338997439,0.00235081512306601,0.0163409408179881,1.01489326789789
"432526","KCTD20","MSTRG.261826","ENST00000449081","transcript","432526",2.58050704078718,0.0267556340059782,0.0964065706008724,1.36765456695015
"432527","KCTD20","MSTRG.261826","ENST00000265344","transcript","432527",2.33220315509808,6.93378125293798e-06,0.000328581804173669,1.22169346524801
"432593","CDKN1A","MSTRG.261807","ENST00000405375","transcript","432593",2.94833095433471,0.0201288067338873,0.0782778405163226,1.55989847808913
"432613",".","MSTRG.261850","MSTRG.261850.1","transcript","432613",2.06222283864988,0.017288776096824,0.0698879311570148,1.04420023515261
"433370",".","MSTRG.262453","MSTRG.262453.1","transcript","433370",2.24642973205471,0.0310601894950655,0.107816516108362,1.16763393530819
"433401",".","MSTRG.262450","MSTRG.262450.15","transcript","433401",2.2504375041527,0.0358126165879418,0.119491186006176,1.17020550087059
"433419","TREML1","MSTRG.262453","ENST00000437044","transcript","433419",2.8174183440309,0.00054562557601967,0.00577566934947793,1.4943737980217
"433420",".","MSTRG.262450","MSTRG.262450.24","transcript","433420",3.61772097570135,0.012597467250448,0.0556970342198099,1.85508114137674
"433424",".","MSTRG.262456","MSTRG.262456.3","transcript","433424",2.41856076149754,0.000173844020663783,0.00266761253362425,1.27414878306392
"433869",".","MSTRG.262592","MSTRG.262592.1","transcript","433869",2.03152447702328,0.00415864909879571,0.0244546750987605,1.02256274712739
"434146","GTPBP2","MSTRG.262756","ENST00000476510","transcript","434146",3.24779439541658,0.000139006935411912,0.00230147069430225,1.6994603042898
"435686",".","MSTRG.263920","MSTRG.263920.10","transcript","435686",2.68943710641221,0.00663650720628595,0.0343762089857922,1.42730425130775
"437079","FKBP1C","MSTRG.264999","ENST00000370659","transcript","437079",2.02988840841006,1.15694623126217e-06,0.000103560219232833,1.02140041851461
"438775",".","MSTRG.266492","MSTRG.266492.1","transcript","438775",0.324145837478539,0.00420062325666204,0.0246348045509952,-1.62528504823017
"438811","EEF1A1","MSTRG.266492","ENST00000490569","transcript","438811",0.0988541183899768,1.31047113827165e-07,2.52311024879938e-05,-3.33855511803342
"439877","SH3BGRL2","MSTRG.267356","ENST00000369838","transcript","439877",2.95732692654976,0.00405842880569685,0.0240125011652102,1.56429373931243
"441350","AKIRIN2","MSTRG.268470","ENST00000257787","transcript","441350",2.02562865695771,0.00018228880747162,0.00275711821300825,1.01836972010714
"441592","UBE2J1","MSTRG.268644","ENST00000435041","transcript","441592",2.60585932401318,0.000432114708439624,0.00492491718892859,1.38175920285209
"442981",".","MSTRG.269847","MSTRG.269847.10","transcript","442981",2.23587886858266,0.000838029667263651,0.00782629719461322,1.16084203056536
"444565","CD164","MSTRG.271047","ENST00000324953","transcript","444565",2.16571231797901,0.0156746878515753,0.0652500977971547,1.11484161552725
"444867","AMD1","MSTRG.271228","ENST00000368885","transcript","444867",2.05881539450794,0.00696615713218396,0.0356796074893648,1.04181447525045
"444897","GTF3C6","MSTRG.271258","ENST00000329970","transcript","444897",2.10189842212238,4.52085489444087e-06,0.000248466933387944,1.07169295025095
"444898",".","MSTRG.271258","MSTRG.271258.2","transcript","444898",2.87059733819543,0.0243657037132698,0.08989000816755,1.5213509763376
"448061",".","MSTRG.273638","MSTRG.273638.2","transcript","448061",2.62992384021969,0.000781615903941768,0.00744660682516103,1.39502102121785
"448561",".","MSTRG.274011","MSTRG.274011.4","transcript","448561",2.69267028474817,0.0070237588549531,0.0358665813508416,1.42903758383856
"448671",".","MSTRG.274062","MSTRG.274062.2","transcript","448671",0.358452867700283,0.00220915475692207,0.0156356958037353,-1.48014466077275
"448672","RPS12","MSTRG.274062","ENST00000484616","transcript","448672",0.392689746434395,0.0151495487831761,0.0636788599340065,-1.34853816676178
"448916",".","MSTRG.274169","MSTRG.274169.6","transcript","448916",4.61298929299489,3.58239626570001e-05,0.000973960007831921,2.2057019438319
"448917",".","MSTRG.274169","MSTRG.274169.5","transcript","448917",2.42309449953786,0.00488193645372625,0.0274750787122092,1.27685067030974
"449644",".","MSTRG.274718","MSTRG.274718.3","transcript","449644",2.41184168761923,0.0003469103741085,0.00424120099144709,1.27013521238625
"450734","AIG1","MSTRG.275617","ENST00000494282","transcript","450734",2.9125654325495,0.000476859167190535,0.00527197171730006,1.54229046115037
"450737","AIG1","MSTRG.275617","ENST00000344492","transcript","450737",2.1154937321306,0.00416297802738375,0.0244702853979068,1.08099441122606
"455116",".","MSTRG.278604","MSTRG.278604.9","transcript","455116",2.60307902641492,0.0183320017974903,0.0729488990716387,1.38021911092999
"456241","ACTB","MSTRG.279306","ENST00000462494","transcript","456241",2.45173621170472,0.00496824953371622,0.027812852809593,1.29380376429063
"456257","ACTB","MSTRG.279306","ENST00000493945","transcript","456257",4.79122491050361,0.00367087426417556,0.0223508923357134,2.26039453829857
"456423",".","MSTRG.279369","MSTRG.279369.5","transcript","456423",2.67848376889092,0.00944993032901364,0.0449697990303272,1.42141655362278
"456425",".","MSTRG.279369","MSTRG.279369.7","transcript","456425",2.57452059979832,0.0124921092448796,0.0553431172667874,1.36430381377801
"458251","TSPAN13","MSTRG.280718","ENST00000262067","transcript","458251",2.45159159318055,1.94470758548837e-05,0.000646996620002794,1.29371866272859
"460317",".","MSTRG.282052","MSTRG.282052.12","transcript","460317",0.443070572428979,0.00601562480076923,0.0319882442289297,-1.1743915848557
"460321",".","MSTRG.282052","MSTRG.282052.17","transcript","460321",2.63374293210703,0.00360168919015225,0.0220737760116378,1.39711453744208
"460323","TAX1BP1","MSTRG.282052","ENST00000396319","transcript","460323",5.20080879793517,2.49872168778253e-06,0.000174244571817965,2.3787359997989
"460641","MTURN","MSTRG.282241","ENST00000324453","transcript","460641",2.01971863238514,0.00606140613759409,0.0321813780940284,1.01415432469179
"460644",".","MSTRG.282241","MSTRG.282241.3","transcript","460644",2.25557559241278,0.00246584072769096,0.0168836462081868,1.17349563674296
"461168",".","MSTRG.282553","MSTRG.282553.8","transcript","461168",2.82029825022462,0.0221780632982546,0.0840893053937908,1.49584773757714
"461176",".","MSTRG.282553","MSTRG.282553.17","transcript","461176",0.313924594498819,0.0111746498204921,0.0508078946910329,-1.67151003324511
"461179","NT5C3A","MSTRG.282553","ENST00000405342","transcript","461179",2.47794210437732,0.0299939953948959,0.105093988900532,1.30914248017283
"461184",".","MSTRG.282553","MSTRG.282553.24","transcript","461184",5.60029402550671,0.00138622506021702,0.0111235931240953,2.48550257324254
"461777",".","MSTRG.282942","MSTRG.282942.1","transcript","461777",0.48177362903099,1.36795976324322e-07,2.60107777839532e-05,-1.05357266832518
"461812",".","MSTRG.282999","MSTRG.282999.4","transcript","461812",2.01588864313129,3.37308205300424e-05,0.000931950910547101,1.01141594715162
"462958","MRPS24","MSTRG.283757","ENST00000418740","transcript","462958",0.48746573609853,2.77795135099623e-05,0.000820863172857603,-1.03662727930304
"463034","DBNL","MSTRG.283769","ENST00000468694","transcript","463034",2.02894967051706,0.0348338070196685,0.116913423340984,1.02073307850216
"463042",".","MSTRG.283769","MSTRG.283769.20","transcript","463042",2.73132126506215,0.0134604338012327,0.0584091137346749,1.44959901760104
"465233",".","MSTRG.285377","MSTRG.285377.1","transcript","465233",0.292803032033148,4.17301898402167e-05,0.001062800583676,-1.77199760179636
"466098","YWHAEP1","MSTRG.286024","ENST00000453697","transcript","466098",2.06695819096866,1.19764089312469e-07,2.39629938962261e-05,1.04750920719964
"466231","ERV3-1","MSTRG.286086","ENST00000535538","transcript","466231",2.23049996890575,0.0012847733630551,0.0105444415450954,1.15736712799962
"466371",".","MSTRG.286199","MSTRG.286199.1","transcript","466371",2.1242063187577,0.0246645259416669,0.0906755293205535,1.08692389824794
"466376",".","MSTRG.286199","MSTRG.286199.6","transcript","466376",0.463184685496402,0.00100563182913682,0.00886931926976823,-1.11034054130902
"466382",".","MSTRG.286199","MSTRG.286199.12","transcript","466382",2.12522788592417,0.000135897544283559,0.00227086873534529,1.08761754819868
"468765",".","MSTRG.287647","MSTRG.287647.14","transcript","468765",2.75844816954897,0.00653047661109418,0.033964913437891,1.46385687289908
"468937","MAGI2-AS3","MSTRG.287888","ENST00000452320","transcript","468937",2.23717503962642,0.000374501816406525,0.00447069788554886,1.16167813924086
"469169","CD36","MSTRG.288024","ENST00000394788","transcript","469169",2.28140953939862,0.0141822647739653,0.060586334290455,1.18992545034357
"469170","CD36","MSTRG.288024","ENST00000447544","transcript","469170",2.15714250843539,0.0212091775687111,0.0813697058623781,1.10912148916488
"469175","CD36","MSTRG.288024","ENST00000432207","transcript","469175",4.32702367076105,0.00111571179613623,0.00956049121249344,2.11337501297062
"469177","CD36","MSTRG.288024","ENST00000419819","transcript","469177",2.21319239255756,0.00070461007529854,0.00690247303523654,1.14612886990262
"472337","RPS3AP26","MSTRG.290216","ENST00000398259","transcript","472337",0.453101940654194,1.13827154772927e-05,0.000456696027400214,-1.1420924249008
"472544",".","MSTRG.290311","MSTRG.290311.21","transcript","472544",3.15627582750573,0.0128482538759718,0.0564795513936134,1.65822328823678
"473432","SERPINE1","MSTRG.290571","ENST00000223095","transcript","473432",2.5708398947913,2.72407827250909e-06,0.000182079057109871,1.36223976568189
"473655","CUX1","MSTRG.290735","ENST00000437600","transcript","473655",2.29729279381367,0.000194846602219245,0.00288363571528278,1.19993474233328
"473656","CUX1","MSTRG.290735","ENST00000622516","transcript","473656",2.94411992871187,4.68940948972207e-05,0.00114032914373483,1.55783644076783
"474555","HBP1","MSTRG.291166","ENST00000222574","transcript","474555",2.16045232029243,0.00252240814943216,0.0171444228860051,1.11133339198449
"475333",".","MSTRG.291710","MSTRG.291710.2","transcript","475333",2.26084173840633,0.0124821291342265,0.0553149130263574,1.17686000526608
"475489","LINC00998","MSTRG.291773","ENST00000441359","transcript","475489",2.04963412660387,0.0373841370167467,0.123177331449108,1.03536640200233
"476047","CAV2","MSTRG.292225","ENST00000222693","transcript","476047",2.17544195089521,0.00189378922084737,0.0139933790532949,1.12130852077505
"477238","NDUFA5","MSTRG.293108","ENST00000466896","transcript","477238",2.98657868282701,0.0131682555563436,0.0575145965681762,1.578493730763
"477239","NDUFA5","MSTRG.293108","ENST00000467117","transcript","477239",2.4259594025941,0.000761362787688125,0.00728856390018069,1.2785554077683
"478160","CALU","MSTRG.293762","ENST00000249364","transcript","478160",2.60099286016083,0.000167565572187778,0.00261185583573546,1.37906243902535
"478161","CALU","MSTRG.293762","ENST00000449187","transcript","478161",4.4848694403392,1.10982394149195e-05,0.000450597351735982,2.16506598725896
"478592","MEST","MSTRG.294012","ENST00000341441","transcript","478592",3.56437642873808,9.2136358311512e-05,0.00174001871498477,1.83364970588232
"478699","RP11-138A9.1","MSTRG.294003","ENST00000605249","transcript","478699",0.436826433948194,6.93936180740096e-08,1.6341129462305e-05,-1.19486793329061
"479214","CALD1","MSTRG.294430","ENST00000475772","transcript","479214",0.462166970260174,0.0179523555106806,0.0717914697103784,-1.11351393664949
"479225","CALD1","MSTRG.294430","ENST00000361901","transcript","479225",2.69154086018276,0.00540358803142404,0.0295234767813643,1.42843232702392
"479272","TMEM140","MSTRG.294449","ENST00000275767","transcript","479272",2.50210554034659,3.41306849449552e-09,1.80145285899985e-06,1.32314264454903
"479405","C7orf73","MSTRG.294492","ENST00000507606","transcript","479405",2.32881126455267,3.59115404080512e-09,1.86332201103673e-06,1.21959372296346
"479932",".","MSTRG.294867","MSTRG.294867.2","transcript","479932",2.41951960363725,2.04423164515966e-05,0.000671459907223954,1.27472062838837
"479933",".","MSTRG.294867","MSTRG.294867.3","transcript","479933",3.06314144139021,3.92148752625943e-06,0.000224216285504759,1.61501198531133
"480032",".","MSTRG.294951","MSTRG.294951.14","transcript","480032",3.06420969062537,4.68764447658643e-06,0.000254889627640747,1.6155150274437
"480125","TBXAS1","MSTRG.294988","ENST00000455353","transcript","480125",2.1320289755068,1.57282779396084e-05,0.000570485512518047,1.09222704529029
"480132",".","MSTRG.294988","MSTRG.294988.30","transcript","480132",2.04377430109191,0.0434134026063875,0.137365839172025,1.0312358847912
"480234",".","MSTRG.295010","MSTRG.295010.1","transcript","480234",4.99101910402617,0.000253137041719365,0.00347034673450735,2.31933442602556
"480235",".","MSTRG.295010","MSTRG.295010.2","transcript","480235",2.64857864659602,0.000403826280951036,0.00469061268213502,1.40521834849539
"480647","TRBV5-1","MSTRG.295437","ENST00000390381","transcript","480647",0.451761722721808,8.44144908529465e-07,8.60446152061031e-05,-1.1463660569559
"480653","TRBV7-2","MSTRG.295442","ENST00000634605","transcript","480653",0.474997881493367,2.5559378169504e-08,8.06648705054667e-06,-1.07400701589816
"480679",".","MSTRG.295437","MSTRG.295437.5","transcript","480679",2.04143767245641,0.00366327349727769,0.0223305040964082,1.02958552102341
"480720","TRBV7-9","MSTRG.295465","ENST00000612787","transcript","480720",0.410612008248658,3.54121564294374e-08,9.85520313431243e-06,-1.28415227555711
"480726","TRBV12-3","MSTRG.295469","ENST00000620569","transcript","480726",0.488927987449599,4.80390540236186e-07,5.93281484966076e-05,-1.03230610373834
"480752","TRBV27","MSTRG.295488","ENST00000390399","transcript","480752",0.472515104625973,9.13059501339575e-08,2.04025478208091e-05,-1.08156764699135
"480754",".","MSTRG.295489","MSTRG.295489.1","transcript","480754",2.45359241575677,0.00424252243506595,0.0248044956655222,1.29489561224292
"480814","TRBC1","MSTRG.295489","ENST00000633705","transcript","480814",0.458539985713537,0.00143793258701197,0.0113951411561474,-1.12488054934331
"480818",".","MSTRG.295489","MSTRG.295489.39","transcript","480818",0.489046915716377,0.000231685202582987,0.00324900554588777,-1.03195522107051
"480820","TRBJ2-2P","MSTRG.295489","ENST00000390414","transcript","480820",0.497363203660179,7.57109227489394e-06,0.00034800878049749,-1.00762831805361
"480821",".","MSTRG.295489","MSTRG.295489.42","transcript","480821",0.397594291133646,3.03841340496547e-05,0.000871440401243298,-1.33063105280685
"480825",".","MSTRG.295489","MSTRG.295489.45","transcript","480825",0.410872194111202,9.32454695234952e-07,9.04921079232242e-05,-1.2832383958621
"480829",".","MSTRG.295489","MSTRG.295489.49","transcript","480829",0.410460411027963,2.10353356919768e-05,0.000687985824293254,-1.28468501434082
"480960","GSTK1","MSTRG.295340","ENST00000358406","transcript","480960",2.16503663220806,0.00326155637165315,0.0205613725711322,1.1143914354175
"480963","GSTK1","MSTRG.295340","ENST00000479303","transcript","480963",0.354077893804743,0.000686658622768621,0.00678962545827384,-1.49786132033059
"482043","RNY4","MSTRG.295891","ENST00000516507","transcript","482043",2.55852291704098,3.99536829820413e-05,0.00103822548465008,1.35531115582335
"482049","RNY3","MSTRG.295897","ENST00000365484","transcript","482049",2.53962587971474,0.000469578684731964,0.00521407772060196,1.34461598470067
"482414","GIMAP7","MSTRG.296512","ENST00000313543","transcript","482414",0.486576325430318,7.01683004264986e-05,0.00146126678976626,-1.03926196781936
"483850",".","MSTRG.297385","MSTRG.297385.13","transcript","483850",4.52603446866803,5.28134964539184e-07,6.26658746877444e-05,2.17824757169873
"483853",".","MSTRG.297385","MSTRG.297385.16","transcript","483853",3.30034402801331,0.00295880313205199,0.0191536985158612,1.72261641890722
"484994","DEFA1","MSTRG.298157","ENST00000382692","transcript","484994",5.59198355407818,0.000128588767868254,0.00218616953827845,2.48336011777974
"484997","DEFA1B","MSTRG.298163","ENST00000382689","transcript","484997",3.85210151829927,0.000188832338902767,0.00282854556459112,1.94564572447343
"485003","DEFA3","MSTRG.298163","ENST00000327857","transcript","485003",3.79398774252082,0.000339090624770111,0.00417225936337918,1.92371501774965
"486051","RPS3AP34","MSTRG.298898","ENST00000483613","transcript","486051",0.437780128329038,8.76386246240202e-07,8.82526715662871e-05,-1.19172162554851
